"id" "area_construida_m2" "Bairro" "Cep" "cidade_uf" "Endereço" "fim_termo_convenio" "situacao_termo_convenio" "termo_convenio" "Situação" "uf"
"1010689" NA "Jardim Nova Europa                                                                                  " "13184-859" "Hortolândia                        - SP" "Rua Ubatuba, esq. com Rua Cordilheira dos Andes, 00 " "20/02/2017" "Vigente" "7744/2013" "
                            
                            Obra Cancelada" "SP"
"1010690" NA "Jardim Nova Alvorada                                                                                " "13189-210" "Hortolândia                        - SP" "Rua 05,  00 " "20/02/2017" "Vigente" "7744/2013" "
                            
                            Obra Cancelada" "SP"
"1009910" NA "FAZENDA                                                                                             " "77760-000" "Colinas do Tocantins                        - TO" "ASSENTAMENTO AGRÍCOLA REAL,  000 " "31/12/2015" "Vencido" "19955/2014" "
                            
                            Obra Cancelada" "TO"
"24273" 1211.92 "Centro                                                                                              " "69925-000" "Senador Guiomard                        - AC" "Av. Brasil ,s/n, Terreno,  " "30/07/2016" "Vigente" "8449/2014" "
                            
                            Paralisada" "AC"
"27412" 89.28 "Aldeia Nova Esperança" "69935-000" "Assis Brasil                        - AC" "Terra Indígena Cabeceira do Rio Acre, Subindo o rio Acre, 01 " "30/01/2017" "Vigente" "46140/2014" "
                            
                            Paralisada" "AC"
"1013254" 1058.14 "PREFEITO ANTÔNIO LINS DE SOUZA                                                                      " "57100-00" "Rio Largo                        - AL" "LOT. RESIDENCIAL BOSQUE DOS PALMARES, RUA 10, QUADRA H , 00 " "02/05/2017" "Vigente" "9213/2014" "
                            
                            Paralisada" "AL"
"1016223" 668.85 "RIO LARGO                                                                                           " "57100-00" "Rio Largo                        - AL" "LOTEAMENTO RESIDENCIAL TAVARES GRANJA, RUA EM PROJETO J, 00 " "08/01/2017" "Vigente" "9874/2014" "
                            
                            Paralisada" "AL"
"29676" 1137.8 "Zona Rural" "69240-000" "Autazes                        - AM" "Comunidade do Limão,   " "30/11/2016" "Vigente" "7483/2015" "
                            
                            Paralisada" "AM"
"27534" 8000 "Alvorada" "69042-230" "Manaus                        - AM" "Avenida M, Esquina com a Rua 11, 34 " "18/10/2016" "Vigente" "7928/2015" "
                            
                            Paralisada" "AM"
"1017229" 207.7 "Rural" "68920-000" "Laranjal do Jari                        - AP" "Comunidade Dona Maria do Cajari,  01 " "30/06/2016" "Vigente" "29969/2014" "
                            
                            Paralisada" "AP"
"29779" 2738.5 "Distrito Sede  Maniaçu" "46400-000" "Caetité                        - BA" "Rua do Colégio Estadual,  00 " "30/12/2016" "Vigente" "7487/2013" "
                            
                            Paralisada" "BA"
"1001478" NA "Centro                                                                                              " "48455-000" "Novo Triunfo                        - BA" "Travessa da Nação,  0000 " "13/08/2016" "Vigente" "5116/2013" "
                            
                            Paralisada" "BA"
"32943" 1375 "CONJUNTO CEARA" "60000-000" "Fortaleza                        - CE" "RUA 218 (C), ENTRE A RUA DUZENTOS E DOIS E A RUA DUZENTOS E DEZOITO,  " "02/09/2016" "Vigente" "4111/2013" "
                            
                            Paralisada" "CE"
"1004852" NA "SÃO LUIZ                                                                                            " "61800-000" "Pacatuba                        - CE" "RUA P. ANTONIO FERRER DE LIMA,  000 " "25/07/2016" "Vigente" "6335/2013" "
                            
                            Paralisada" "CE"
"31591" 1118 "Setor de Habitações Individuais Norte" "71503-502" "Brasília                        - DF" "SHIN CA 02 Lote 24,   " "05/04/2017" "Vigente" "11501/2014" "
                            
                            Paralisada" "DF"
"31596" 1118 "Samambaia Sul (Samambaia)" "72314-701" "Brasília                        - DF" "QS 607 AE 01,   " "05/04/2017" "Vigente" "11501/2014" "
                            
                            Paralisada" "DF"
"19239" 2860.61 "Penha" "29047-312" "Vitória                        - ES" "Rua João José de Souza,   " "31/12/2016" "Vigente" "2498/2012" "
                            
                            Paralisada" "ES"
"31121" 3121.38 "Dom Abel" "75806-225" "Jataí                        - GO" "Rua Italino Moura Esq. c/ Rua Anibal Cintra ,  00 " "29/03/2017" "Vigente" "7416/2014" "
                            
                            Paralisada" "GO"
"30800" 1207.87 "Floresta" "74477-128" "Goiânia                        - GO" "Avenida do Bosque, Com Ruas BF-35 e BF-33, APM-12, 12 " "25/03/2017" "Vigente" "7844/2014" "
                            
                            Paralisada" "GO"
"1013771" 111.03 "POV. FLECHAL                                                                                        " "65269-000" "Serrano do Maranhão                        - MA" "RUA PRINCIPAL DO POVOADO FLECHAL,  0000 " "30/06/2016" "Vigente" "29689/2014" "
                            
                            Paralisada" "MA"
"1015274" 851.63 "Povoado Porto Alegre                                                                                " "65795-000" "Governador Luiz Rocha                        - MA" "Estrada Vicinal,  00 " "30/06/2016" "Vigente" "29634/2014" "
                            
                            Paralisada" "MA"
"1015474" 111.03 "Zona Rural Córrego Santa Angélica                                                                   " "35222-000" "Itueta                        - MG" "Zona Rural Córrego Santa Angélica,  00 " "30/06/2016" "Vigente" "29720/2014" "
                            
                            Paralisada" "MG"
"25584" 564.5 "Planalto" "39547-000" "Montezuma                        - MG" "Rua H,  00 " "29/06/2016" "Vigente" "2760/2012" "
                            
                            Paralisada" "MG"
"25046" 1211 "Morada Verde" "79013-693" "Campo Grande                        - MS" "Rua Calafate,   " "23/08/2016" "Vigente" "3641/2012" "
                            
                            Paralisada" "MS"
"23267" 1211 "Jardim Inápolis" "79108-303" "Campo Grande                        - MS" "Rua Atenas,   " "29/09/2016" "Vigente" "2094/2011" "
                            
                            Paralisada" "MS"
"24377" 1118.48 "SETOR RESIDENCIAL SUL" "78590-000" "Paranaíta                        - MT" "AVENIDA JOÃO LOPO DE SOUZA,   " "27/01/2017" "Vigente" "2636/2012" "
                            
                            Paralisada" "MT"
"18965" 1211.92 "Centro" "78325-000" "Aripuanã                        - MT" "Rua Pedro Ademar Witcel - Rua C  - Vila Operária,   " "09/07/2016" "Vigente" "1503/2011" "
                            
                            Paralisada" "MT"
"24866" 1211.9 "Vila Brasil                                                                                         " "68140-000" "Uruará                        - PA" "AVENIDA NELSON LAUER,  00 " "30/06/2016" "Vigente" "2838/2012" "
                            
                            Paralisada" "PA"
"24645" 1118.48 "Acará" "68690-000" "Acará                        - PA" "Rua Luis Miranda s/nº,   " "30/06/2016" "Vigente" "2842/2012" "
                            
                            Paralisada" "PA"
"25042" NA "Centro                                                                                              " "58475-000" "Queimadas                        - PB" "Rua José Maia,   " "28/02/2017" "Vigente" "8443/2014" "
                            
                            Paralisada" "PB"
"1004918" 1282.57 "Monte Castelo                                                                                       " "58707-240" "Patos                        - PB" "Rua Sebastião Monteiro,  00 " "17/12/2016" "Vigente" "6471/2013" "
                            
                            Paralisada" "PB"
"24711" 781 "São José" "50020-190" "Recife                        - PE" "Rua do Muniz,   " "11/06/2017" "Vigente" "11640/2012" "
                            
                            Paralisada" "PE"
"1017689" 851.63 "ZONA RURAL" "56280-000" "Araripina                        - PE" "SÍTIO ALHO - NASCENTE,  001 " "31/07/2016" "Vigente" "32266/2014" "
                            
                            Paralisada" "PE"
"19907" 564.5 "Centro" "64250-000" "Domingos Mourão                        - PI" "AVENIDA JOÃO PAULO II, RUA FRANCISCO COELHO DE BRITO,   " "30/06/2016" "Vigente" "1463/2011" "
                            
                            Paralisada" "PI"
"24605" NA "NOVO HORIZONTE" "64000-000" "Teresina                        - PI" "RUA I, PARQUE MANOEL EVANGELISTA,  " "20/05/2017" "Vigente" "8424/2014" "
                            
                            Paralisada" "PI"
"1013550" 111.03 "Localidade de Água Verde                                                                            " "85275-000" "Laranjal                        - PR" "Rua Principal, localidade de Água Verde,  " "30/06/2016" "Vigente" "31468/2014" "
                            
                            Paralisada" "PR"
"1017997" 867.79 "Centro" "86385-000" "Barra do Jacaré                        - PR" "RUA DOS ESTUDANTES,  01 " "30/06/2016" "Vigente" "31331/2014" "
                            
                            Paralisada" "PR"
"19835" 1317.16 "Parque Ceasa" "28090-000" "Campos dos Goytacazes                        - RJ" "Rua Nova Aurora,   " "14/01/2017" "Vigente" "2065/2011" "
                            
                            Paralisada" "RJ"
"1004965" 1319.86 "Centro                                                                                              " "27700-000" "Vassouras                        - RJ" "Av. Marechal Paulo Torres,  647 " "27/10/2016" "Vigente" "6387/2013" "
                            
                            Paralisada" "RJ"
"19815" 2400 "Planalto Treze de Maio" "59631-450" "Mossoró                        - RN" "Rua Joaquim Afonso,  10 " "27/08/2016" "Vigente" "1031/2011" "
                            
                            Paralisada" "RN"
"19816" 2400 "Santo Antônio" "59621-540" "Mossoró                        - RN" "Rua José Leão,  47 " "27/08/2016" "Vigente" "1031/2011" "
                            
                            Paralisada" "RN"
"1016154" 1040.5 "Zona Rural                                                                                          " "76887-000" "Campo Novo de Rondônia                        - RO" "RUA DAS  ORQUIDEAS ESQ. COM A RUA FLOR-DE-LIS, Distrito Rio Branco, 0000 " "31/07/2016" "Vigente" "34082/2014" "
                            
                            Paralisada" "RO"
"25721" 564.5 "Área Rural" "78948-000" "Machadinho D Oeste                        - RO" "Avenida Jorge Teixeira, DISTRITO 5º BEC,  " "10/09/2016" "Vigente" "3083/2012" "
                            
                            Paralisada" "RO"
"19675" 564.5 "Centro" "97690-000" "Garruchos                        - RS" "Rua Paulino Correa da Silva, proximo a nova UBS ,  " "29/08/2016" "Vigente" "2464/2012" "
                            
                            Paralisada" "RS"
"1001861" NA "Centro                                                                                              " "98801-630" "Santo Ângelo                        - RS" "Avenida Brasil, Guellar  , 00 " "05/02/2017" "Vigente" "5359/2013" "
                            
                            Paralisada" "RS"
"1002955" 1137.8 "PALMEIRA DO MEIO                                                                                    " "88840-00" "Urussanga                        - SC" "ESTRADA GERAL,   " "30/09/2016" "Vigente" "17704/2014" "
                            
                            Paralisada" "SC"
"1010772" 854 "Centro                                                                                              " "89730-000" "Alto Bela Vista                        - SC" "Rua B,  000 " "30/09/2016" "Vigente" "22389/2014" "
                            
                            Paralisada" "SC"
"19733" NA "Taiçoca" "49160-000" "Nossa Senhora do Socorro                        - SE" "Rua 4, Rua C2, Rua 2, Loteament Piabeta,  " "10/08/2016" "Vigente" "4017/2013" "
                            
                            Paralisada" "SE"
"24557" 0 "CONJUNTO BOM JARDIM" "49300-000" "Tobias Barreto                        - SE" "Praça do Conjunto Bom Jardim,  001 " "14/07/2016" "Vigente" "4000/2013" "
                            
                            Paralisada" "SE"
"30815" 2084 "Vila Galvão" "07074-000" "Guarulhos                        - SP" "Avenida Pedro de Souza Lopes,  00 " "25/09/2016" "Vigente" "3724/2013" "
                            
                            Paralisada" "SP"
"30822" 2180 "Jardim Nova Carmela" "07000-000" "Guarulhos                        - SP" "Quadra entre Ruas 7, 8, 9 e 10, Loteamento Nova Carmela, 00 " "25/09/2016" "Vigente" "3724/2013" "
                            
                            Paralisada" "SP"
"1009899" 785.54 "Zona Rural                                                                                          " "77693-000" "Abreulândia                        - TO" "Projeto de Assentamento Baronesa, Coordenada UTM 22 L 655904 E, 8974525 S,  " "31/12/2016" "Vigente" "19816/2014" "
                            
                            Paralisada" "TO"
"1009905" 204.06 "Povoado 20 Mil                                                                                      " "77985-000" "Carrasco Bonito                        - TO" "Rua Manoel Domingos,  00 " "31/12/2016" "Vigente" "45205/2014" "
                            
                            Paralisada" "TO"
"29299" 1934.78 "Santo Afonso" "69902-000" "Rio Branco                        - AC" "Loteamento Santo Afonso, Rua Antonio Ribeiro,  000 " "30/11/2016" "Vigente" "8477/2014" "
                            Em 
                            Execução" "AC"
"1016259" 853.2 "Triângulo                                                                                           " "69970-000" "Tarauacá                        - AC" "Rua Capitão Hipólito (Beco da Garagem)., Escola, 000 " "28/02/2017" "Vigente" "30054/2014" "
                            Em 
                            Execução" "AC"
"1010927" 1058.14 "Residencial Pedro Tenorio Raposo                                                                    " "57820-000" "Murici                        - AL" "Av. Principal 5,   " "12/05/2017" "Vigente" "8372/2014" "
                            Em 
                            Execução" "AL"
"1017622" 853.2 "ZONA RURAL" "57510-000" "Poço das Trincheiras                        - AL" "SITIO ALTO DO TAMANDUA,  00 " "31/12/2016" "Vigente" "31496/2014" "
                            Em 
                            Execução" "AL"
"31302" 0 "Centro" "69400-000" "Manacapuru                        - AM" "Estrada Manoel Urbano, km82,  200 " "18/10/2016" "Vigente" "7928/2015" "
                            Em 
                            Execução" "AM"
"25463" 0 "Caiambé" "69470-000" "Tefé                        - AM" "Rua Principal, Sem Número,  " "25/01/2017" "Vigente" "3624/2012" "
                            Em 
                            Execução" "AM"
"27352" 2500 "Cajari" "68920-000" "Laranjal do Jari                        - AP" "Rua Niterói, Quadra 36R, 01 " "24/10/2016" "Vigente" "5937/2015" "
                            Em 
                            Execução" "AP"
"1017227" 207.7 "Rural" "68920-000" "Laranjal do Jari                        - AP" "Agua Branca,  01 " "30/06/2016" "Vigente" "29969/2014" "
                            Em 
                            Execução" "AP"
"25597" 2800 "Setor Planalto" "47640-000" "Santa Maria da Vitória                        - BA" "RUA SANTANA, lote, 00 " "22/08/2016" "Vigente" "8447/2014" "
                            Em 
                            Execução" "BA"
"1012584" 890.73 "Distrito de Porto Feliz                                                                             " "44830-000" "Piritiba                        - BA" "Etemilson Sampaio de Assis, TERRENO, 00 " "17/01/2018" "Vigente" "8737/2014" "
                            Em 
                            Execução" "BA"
"1016269" 3057 "Da Paz                                                                                              " "62980-000" "Iracema                        - CE" "Rua João Tavares Magalhaes,  00 " "30/06/2017" "Vigente" "30189/2014" "
                            Em 
                            Execução" "CE"
"1023789" 5843.8 "CENTRO" "60000-000" "Itatira                        - CE" "RUA Ver. Raimundo Jr,  000 " "31/01/2017" "Vigente" "38146/2015" "
                            Em 
                            Execução" "CE"
"31781" 1118 "Sobradinho II - Setor Oeste" "73001-970" "Brasília                        - DF" "AR 3 - Lote 3 ,   " "05/04/2017" "Vigente" "11501/2014" "
                            Em 
                            Execução" "DF"
"31775" 1118.48 "Recanto das Emas                                                                                    " "72620-300" "Brasília                        - DF" "QUADRA 300 CONJUNTO 17 A LOTE 01 ,  300 " "05/04/2017" "Vigente" "11501/2014" "
                            Em 
                            Execução" "DF"
"24927" 564.5 "Centro da Serra" "29179-100" "Serra                        - ES" "Rua Azaléia,   " "27/01/2017" "Vigente" "2621/2012" "
                            Em 
                            Execução" "ES"
"24921" 1510 "ADALBERTO SIMÃO NADER                                                                               " "29216-000" "Guarapari                        - ES" "RUA S,   " "31/03/2017" "Vigente" "11033/2014" "
                            Em 
                            Execução" "ES"
"31118" 2958.55 "Parque Lago" "73813-801" "Formosa                        - GO" "RUA 11 ESQ. C/RUA 65,  00 " "29/03/2017" "Vigente" "7416/2014" "
                            Em 
                            Execução" "GO"
"1006589" 1510.23 "Vila Aranha                                                                                         " "76335-000" "Uruana                        - GO" "Rua Pedro Messias da Cruz esq. com a Rua da chácara,  00 " "02/12/2016" "Vigente" "7234/2013" "
                            Em 
                            Execução" "GO"
"1012708" 1510.23 "Recanto dos Passaros                                                                                " "65500-000" "Chapadinha                        - MA" "Rua Projetada,  00 " "21/03/2016" "Vencido" "8819/2014" "
                            Em 
                            Execução" "MA"
"1013686" 727.28 "Zona Rural                                                                                          " "65968-000" "Campestre do Maranhão                        - MA" "Cabeceira Grande,   " "30/06/2016" "Vigente" "32063/2014" "
                            Em 
                            Execução" "MA"
"25326" 564.5 "Izadelfia Ferraz de Brito" "39860-000" "Nanuque                        - MG" "Rua Lirios, s/n, casa,  " "01/07/2016" "Vigente" "2792/2012" "
                            Em 
                            Execução" "MG"
"25578" 890.73 "Imperador                                                                                           " "36700-000" "Leopoldina                        - MG" "Avenida 2 - Atual Agnelo Correa do Bem,   " "19/05/2017" "Vigente" "7797/2014" "
                            Em 
                            Execução" "MG"
"1010444" 3653.05 "Assentamento Santo Antônio                                                                          " "79965-000" "Itaquiraí                        - MS" "Estrada Vicinal, zona rural, 00 " "30/06/2017" "Vigente" "22897/2014" "
                            Em 
                            Execução" "MS"
"1010441" 3676.79 "Distrito de Indápolis                                                                               " "79868-000" "Dourados                        - MS" "Rua Projetada 23, zona rural, 00 " "30/06/2017" "Vigente" "22897/2014" "
                            Em 
                            Execução" "MS"
"29548" 204.06 "ZONA RURAL" "78530-000" "Peixoto de Azevedo                        - MT" "BR 080 - ESTRADA JUAÇABA, ASSENTAMENTO - INCRA, 00 " "31/08/2016" "Vigente" "7510/2014" "
                            Em 
                            Execução" "MT"
"1011867" 851.63 "Jardim Atlanta                                                                                      " "78265-000" "Reserva do Cabaçal                        - MT" "Princesa Izabel, Matrícula 2.039, correspondente a parte do lote 301da quadra AC do Núcleo Colonial de Rio Branco, 301 " "30/11/2016" "Vigente" "22547/2014" "
                            Em 
                            Execução" "MT"
"1009554" 1077.07 "Quatro Bocas                                                                                        " "68600-000" "Bragança                        - PA" "Rod. Benjamin Constant, Estrada do Cacoal, 100 " "30/06/2017" "Vigente" "22294/2014" "
                            Em 
                            Execução" "PA"
"1010106" 740.88 "Baião                                                                                               " "68465-000" "Baião                        - PA" "Rua  Principal, Comunidade de Arumanzal - Zona Rural, 000 " "31/07/2017" "Vigente" "32605/2014" "
                            Em 
                            Execução" "PA"
"1015331" 727.28 "Sitio Barra de Cima                                                                                 " "58865-000" "São Bento                        - PB" "Rua Projetada,  03 " "30/06/2017" "Vigente" "29841/2014" "
                            Em 
                            Execução" "PB"
"1015412" 853.2 "Colinas do Sul                                                                                      " "58865-000" "São Bento                        - PB" "Rua Projetada,  01 " "30/06/2017" "Vigente" "29840/2014" "
                            Em 
                            Execução" "PB"
"19848" 1575 "Loteamento Moacir Soares                                                                            " "55460-000" "Cupira                        - PE" "Rua José Manoel da Silva,  158 " "11/02/2017" "Vigente" "3992/2013" "
                            Em 
                            Execução" "PE"
"27554" 5577.39 "Loteamento Cidade Alta" "55000-000" "Caruaru                        - PE" "Alameda N 2 C, Loteamento Cidade Alta,   " "30/09/2017" "Vigente" "10281/2014" "
                            Em 
                            Execução" "PE"
"1013528" 851.63 "ZONA RURAL                                                                                          " "64968-000" "Morro Cabeça no Tempo                        - PI" "RUA PROJETADA, POVOADO CRUZ, 100 " "30/06/2017" "Vigente" "29923/2014" "
                            Em 
                            Execução" "PI"
"1011825" 853.2 "SERRANOPOLIS                                                                                        " "64575-000" "Jaicós                        - PI" "RUA PROJETADA 11, LOTEAMENTO GILBERTO FEITOSA COELHO,  " "30/11/2016" "Vigente" "17588/2014" "
                            Em 
                            Execução" "PI"
"1003079" 851.63 "Centro                                                                                              " "87185-000" "Floraí                        - PR" "Prolongamento Rua João Falavigna com o Jardim Santa Rita,  00 " "30/04/2017" "Vigente" "17623/2014" "
                            Em 
                            Execução" "PR"
"1016719" 867.79 "Área rural" "87930-000" "Querência do Norte                        - PR" "Assentamento Pontal do Tigre,   " "31/07/2016" "Vigente" "32123/2014" "
                            Em 
                            Execução" "PR"
"25723" 564.5 "Boa Esperanca" "28810-000" "Rio Bonito                        - RJ" "Rua 7, Lto. Pq. Andrea,  " "15/06/2016" "Vencido" "3626/2012" "
                            Em 
                            Execução" "RJ"
"24493" 1118.48 "Parque Belém (Cunhambebe)" "23935-155" "Angra dos Reis                        - RJ" "Rua da Glória, Esquina com Rua São Pedro Nº 443,  " "29/03/2017" "Vigente" "3022/2012" "
                            Em 
                            Execução" "RJ"
"1004073" 851.63 "CENTRO                                                                                              " "59550-000" "João Câmara                        - RN" "RUA ALEXANDRE CÂMARA,  00 " "31/12/2016" "Vigente" "46021/2014" "
                            Em 
                            Execução" "RN"
"1013557" 207.7 "Zona Rural                                                                                          " "59695-000" "Baraúna                        - RN" "PA de Angicos, Assentamento Angicos - Maisa - Zona Rural, 000 " "31/10/2016" "Vigente" "40426/2014" "
                            Em 
                            Execução" "RN"
"25729" 1118.48 "Alto Alegre" "76929-000" "Urupá                        - RO" "Avenida Getúlio Vargas,   " "30/09/2016" "Vigente" "3607/2012" "
                            Em 
                            Execução" "RO"
"1018468" 853.2 "Residencial Copas Verdes" "76900-000" "Ji-Paraná                        - RO" "Avenida Projetada 10, Quadra 45, lote 1, 00 " "31/07/2017" "Vigente" "32866/2014" "
                            Em 
                            Execução" "RO"
"1018465" 207.7 "comunidade do anta i" "69350-000" "Alto Alegre                        - RR" "RUA PRINCIPAL,  0000 " "30/05/2017" "Vigente" "32868/2014" "
                            Em 
                            Execução" "RR"
"1006461" 0 "Cauamé                                                                                              " "69311-021" "Boa Vista                        - RR" "Rua Bolívia, QUADRA 425/ ZONA 11, 269 " "15/12/2016" "Vigente" "11478/2014" "
                            Em 
                            Execução" "RR"
"1001794" 1510.23 "Centro                                                                                              " "96195-000" "Cristal                        - RS" "Av. Perimetral,  00 " "19/10/2016" "Vigente" "6034/2013" "
                            Em 
                            Execução" "RS"
"1010606" 853.2 "Centro                                                                                              " "98919-000" "Nova Candelária                        - RS" "Rua Pe Tarcilo Back, Situada no Perímetro Urbano,  " "31/08/2016" "Vigente" "22663/2014" "
                            Em 
                            Execução" "RS"
"1014171" 853.2 "Gávea                                                                                               " "88950-000" "Jacinto Machado                        - SC" "Rua Albino Zanatta,  00 " "31/07/2016" "Vigente" "32358/2014" "
                            Em 
                            Execução" "SC"
"1010775" 854.24 "Centro                                                                                              " "89828-000" "Lajeado Grande                        - SC" "Rua Amazonas,  415 " "31/08/2016" "Vigente" "22390/2014" "
                            Em 
                            Execução" "SC"
"1016257" 1510.23 "Santa Clara                                                                                         " "49270-000" "Cristinápolis                        - SE" "Rua Santa Clara,  00 " "15/08/2017" "Vigente" "10029/2014" "
                            Em 
                            Execução" "SE"
"1006886" 805.81 "Centro                                                                                              " "49560-000" "Moita Bonita                        - SE" "Rua Nossa Senhora de Lourdes,  00 " "06/12/2016" "Vigente" "7359/2013" "
                            Em 
                            Execução" "SE"
"19598" 1232.52 "Residencial São José" "13057-163" "Campinas                        - SP" "Rua Belmiro Costa,   " "30/09/2016" "Vigente" "2494/2012" "
                            Em 
                            Execução" "SP"
"19016" 2069.36 "Inamar" "09981-126" "Diadema                        - SP" "Travessa Tiêta do Agreste, s/nº.,   " "26/09/2016" "Vigente" "2445/2012" "
                            Em 
                            Execução" "SP"
"24874" 1118.48 "Setor Central" "77777-000" "Campos Lindos                        - TO" "Avenida Anazonas,  120 " "20/08/2016" "Vigente" "3155/2012" "
                            Em 
                            Execução" "TO"
"1010057" 727.28 "Serra de São Félix                                                                                  " "77860-000" "Wanderlândia                        - TO" "Projeto de Assentamento Esperantina, área comunitária, 00 " "31/08/2016" "Vigente" "19547/2014" "
                            Em 
                            Execução" "TO"
"31271" NA "Bairro da Paz                                                                                       " "69919-230" "Rio Branco                        - AC" "Estrada Alberto Torres,   " "30/06/2017" "Vigente" "56717/2015" "
                            Em 
                            Planejamento pelo proponente" "AC"
"1010985" NA "Eugênio Augusto Areal                                                                               " "69940-000" "Sena Madureira                        - AC" "Estrada Xiburema - km 01,  000 " "05/12/2016" "Vigente" "11724/2014" "
                            Em 
                            Planejamento pelo proponente" "AC"
"25017" 1211 "NOVO MUNDO                                                                                          " "57000-001" "Maceió                        - AL" "RUA SÃO JOÃO, TRANSVERSAL COM  A RUA BOA SORTE,  " "06/03/2017" "Vigente" "11044/2014" "
                            Em 
                            Planejamento pelo proponente" "AL"
"1001736" NA "Olho D\'Água dos Cazuzinhos                                                                       " "57303-788" "Arapiraca                        - AL" "Rodovia AL-115, RESIDENCIAL VALE DO PERUCABA, 00 " "29/09/2016" "Vigente" "5357/2013" "
                            Em 
                            Planejamento pelo proponente" "AL"
"1010144" NA "ZONA RURAL                                                                                          " "69280-000" "Manicoré                        - AM" "COMUNIDADE NOSSA SENHORA DE NAZARÉ, LAGO DO CAPANANZINHO,  " "30/06/2016" "Vigente" "19377/2014" "
                            Em 
                            Planejamento pelo proponente" "AM"
"25405" NA "São José Operário" "69086-390" "Manaus                        - AM" "Rua Barreirinha (Antiga Rua J),   " "30/03/2017" "Vigente" "7228/2013" "
                            Em 
                            Planejamento pelo proponente" "AM"
"1013984" NA "Centro                                                                                              " "68912-500" "Macapá                        - AP" "São Joaquim do Pacuí, Distrito do São Joaquim do Pacuí, 1 " "30/06/2016" "Vigente" "29970/2014" "
                            Em 
                            Planejamento pelo proponente" "AP"
"1016866" NA "Nova Esperança                                                                                      " "68950-000" "Amapá                        - AP" "Rua Raimundo Pontes Torres, Esquina, 00 " "20/06/2016" "Vigente" "10681/2014" "
                            Em 
                            Planejamento pelo proponente" "AP"
"1009073" NA "Engenho Velho da Federação                                                                          " "40220-005" "Salvador                        - BA" "Rua Doutor Rômulo Serrano,   " "01/05/2016" "Vencido" "8225/2014" "
                            Em 
                            Planejamento pelo proponente" "BA"
"1014126" NA "Mussurunga II                                                                                       " "41480-225" "Salvador                        - BA" "Rua Professor Plínio Garcez de Sena, Rótula da Santa,  " "25/02/2018" "Vigente" "9297/2014" "
                            Em 
                            Planejamento pelo proponente" "BA"
"1012638" NA "Ponta da serra                                                                                      " "61880-000" "Itaitinga                        - CE" "Rua SDO s/n,  000 " "21/03/2017" "Vigente" "8754/2014" "
                            Em 
                            Planejamento pelo proponente" "CE"
"1006118" NA "CIDADE 2000                                                                                         " "60000-000" "Fortaleza                        - CE" "RUA GISEIDA CYSNE,  00 " "15/12/2016" "Vigente" "7107/2013" "
                            Em 
                            Planejamento pelo proponente" "CE"
"1004270" NA "Planaltina                                                                                          " "73365-429" "Brasília                        - DF" "Expansão do Setor Residencial Leste Quadra 23 AE 06 , VI - Planaltina, 23 " "14/01/2017" "Vigente" "5907/2013" "
                            Em 
                            Planejamento pelo proponente" "DF"
"33026" NA "Asa Norte" "70835-000" "Brasília                        - DF" "Quadra EQN 202/203 - Lote B,   " "20/10/2016" "Vigente" "4102/2013" "
                            Em 
                            Planejamento pelo proponente" "DF"
"20126" NA "PORTO BELO II                                                                                       " "29156-542" "Cariacica                        - ES" "RUA BELA VISTA,  00 " "20/05/2017" "Vigente" "11313/2014" "
                            Em 
                            Planejamento pelo proponente" "ES"
"1010711" NA "Vila Prudêncio                                                                                      " "29155-080" "Cariacica                        - ES" "Rua Belo Horizonte,   " "11/01/2018" "Vigente" "11312/2014" "
                            Em 
                            Planejamento pelo proponente" "ES"
"1001375" NA "JARDIM DOM BOSCO                                                                                    " "72880-000" "Cidade Ocidental                        - GO" "ÁREA PÚBLICA MUNICIPAL RUA LUIS DE AQUINO,  09 " "26/08/2016" "Vigente" "5093/2013" "
                            Em 
                            Planejamento pelo proponente" "GO"
"31110" NA "Parque Rio Branco" "72870-004" "Valparaíso de Goiás                        - GO" "RUA SEIS COM RUA E E D , FUNDO PARA RUA DOIS - ENTRE AS QDS. 9/10/12/13, 00 " "29/03/2017" "Vigente" "7416/2014" "
                            Em 
                            Planejamento pelo proponente" "GO"
"1011059" NA "POVOADO AUZILÂNDIA                                                                                  " "65398-000" "Alto Alegre do Pindaré                        - MA" "RUA PROJETADA C/ RUA PROJETADA III,  02 " "27/07/2016" "Vigente" "9334/2014" "
                            Em 
                            Planejamento pelo proponente" "MA"
"1016689" NA "RURAL" "65730-000" "Santo Antônio dos Lopes                        - MA" "RUA PRINCIPAL DO POVOADO MARIBONDO, POVOADO MARIBONDO,  " "30/06/2016" "Vigente" "29679/2014" "
                            Em 
                            Planejamento pelo proponente" "MA"
"1016192" NA "Centro                                                                                              " "35600-000" "Bom Despacho                        - MG" "Prefeito Antônio Leite, Povoado Mato Seco, 178 " "31/07/2016" "Vigente" "34919/2014" "
                            Em 
                            Planejamento pelo proponente" "MG"
"1009235" NA "Bela Vista                                                                                          " "39401-152" "Montes Claros                        - MG" "Rua Quincas Souto, EM FRENTE A RUA UM E CRUZAMENTO COM RUA DOIS E RUA GUARANY, 00 " "13/06/2017" "Vigente" "11732/2014" "
                            Em 
                            Planejamento pelo proponente" "MG"
"25516" NA "Vila Erondina                                                                                       " "79814-420" "Dourados                        - MS" "Rua Belo Horizonte, Quadra 11,  1605 " "03/06/2017" "Vigente" "4080/2013" "
                            Em 
                            Planejamento pelo proponente" "MS"
